"A clean shopping center with many classy options for food, drink and retail therapy.",high
"Excellent in every way.  Attentive and fun owners who tend bar every weekend night - GREAT live music, excellent wine selection.   Keeping Fountain Hills young.... one weekend at a time.",high
"I actually have grown to love this little place. Their coffee is good; their breakfast burritos are absolute heaven. Made with provolone cheese, these burritos have a more mellow and sophisticated taste than the average breakfast burrito you'll find drowned in yellow cheese.

You can get a Big Ass Burrito, or a Half Ass Burrito. Personally, I don't like to do anything ""half-assed"", so I opt for the Big Ass Burrito that, although adds circumference to MY big ass, is soooo worth it in the morning when you want a laid back spot to enjoy your meal and coffee (go for the iced).

They also have an art exhibit /sale right now for the month of September with awesome aviation pictures printed on canvas. Amazing art to enjoy as you sip your coffee.",high
"PCG is the restaurant by which I judge all others. PCG is totally dependable, always excellent. Service is always good, food excellent. i have eaten here probably 20 times and have never had a bad meal. 

Although the food is not ""challenging"" in that there are no weird flavors or textures, if you want a great nouvelle American meal for a reasonable amount of money, you need look no farther than here.",high
"cant go wrong with a Double Double, fries, and a shake! Always good. Great service. I got some cold fries once, called the corporate office, they sent out some gift cards for our meals, then followed up with a thank you card as well. Not to mention they sent a coupon in a Xmas card that year. You",high
"Great great great tacos!
I go to a restaurant for the food first.  As long as it is clean, and Lulu's is, then sitting in, what looks like a used McDonalds booth, doesn't bother me a bit.  Afterall, it's a taco shop!
I like the fish tacos (the small ones) and I usually order 3 of them.  I like how they are made and it reminds me of what you can normally find in Mexico, not at these chain restaurants.
The Ceviche tostada is really good too, but is difficult to eat, so don't wear your sunday best.
Not in the mood for fish, then try the carne asada tacos or any other kind for that matter.

Lulu's is a great place and a break from the Americanized Mexican Food, we see everyday.

Enjoy it for what it is!",high
"My son comes here for the tacos but I am all about the chile relleno.  I never had one with potatoes inside, but oh my, this was the best!  My only recommendation would be to order it dry, with the sauce on the side.  I am counting the days until I get back to AZ.  The new location is so much closer to us, I plan on trying all of their menu, but....but... that chile relleno is ....calling....me.......! The tacos were very very good though.",high
"I have not been bowling in 24 years,so you can imagine i was worried. But, this place is clean and fresh. On certain nights,(Monday)and a few others you pay a $5.00 cover charge,then everything is $1.00 .Food ,drinks , games and most important bowling games. The instructions were easy. We got shoes in our size then went and picked out a ball. Lots to choose from! Lots of fun!!!   It was a $20.00 night for 2 of us. The workers are very helpful and Friendly. Bathrooms were also clean. I did not see them spray the shoes with Lysol so that was a little gross.But, other than that it was a great time.",high
"I went to lunch with my buddy, Rob M., to a place called Uncle Bear's Bar and Grill. It was actually pretty cool! I was surprised because it is in one of the more LAME areas near my house. Namely ""Warner and Cooper"".

When we entered however, it was anything BUT lame. Dog bowls on all the tables filled with mutant peanuts. Granted, it was lunch, but there really wasn't more than 3 other groups there. This led me to believe the food/service was bad. Not at all! This place rocked!

We shared some nachos in a heterosexual kinda way, and shared manly stories about football before shoving off. By the way, Rob, you owe me $15.00!!!",high
"Just the facts re: full dinner experience:

Ambiance: Thinking about redecorating the house to look just like Trader Vic's - unbelievable.
Service: perfectly charming, informative and attentive.
Drinks: I don't drink, so read every other review for a review of drinks.
Appetizer: Beef Cho-Cho - amazingly tender, it melts in your mouth. Great flavor.
Dinner: Trader Vic's Calcutta Curries: good & better when you mix in the variety of garnishes.  fun to play around with the flavors.
Dinner 2: Chinese BBQ Flat Iron Steak: Amazing.  Crispy onions, mashed potatoes and tender/flavorful steak will make you close your eyes and wish it would never end.
Dessert: (don't know the name) vanilla icecream covered in coconut
 on a bed of chocolate sauce: simple, beautiful and tasty. 

Overall experience: the best darn dinner experience I've ever had.",high
I really wasn't impressed with the service or the food.,high
"In today's environment of zero tolerance of drinking and driving (for millions of good reasons), its good to have a phone number programmed in your cell phone that is truly useful when you've had a little too much to drink. This ain't no 2 a.m. booty call. This is a call that gets you home safely and back to your car in the morning all for a few mere dollars that potentially saves you thousands in the long run.

Yes, you can also call a myriad of other cab companies, but the thing I love most about Execuar is the professionalism that they bring to my front door each and every time they pick me up or take me home. 

Do they make mistakes, sure. Have they left me waiting for an inexcusable amount of time before, yes. But they have done their ""fare-share"" in managing those few situations. There's damn good reason they are one of my top-five speed dials.",low
"I have been to RnR a couple times. 

Once during the NBA finals/happy hour. It was easy to get a good seat in front of a tv, the waiter was super friendly and the drink specials and food were pretty good. Nothing to really write home about.

Then I went to RnR for brunch and the waffles with apple butter has put this place on my Fav Breakfast Places list. Not only did it taste amazing but the portion size was perfect and it looked damn pretty. If only the mimosa price there was pretty, doesn't everybody have cheap mimosas?",high
"This is my go-to spot for mani-pedi's and brow waxing. They do a bang-up job on my poor feet because it takes a lot to get those pups looking good. I have never made an appointment but never had to wait more that 3-5 minutes to be assigned a nail tech. 
They recently got new massage chairs that don't grind your bones or shake you to death like some chairs do. Also, this is one of the best places I have been for a brow wax. My sensitive skin has taken a beating at many other places but never here. I don't know anyone by name but the employees are all very nice and skilled at what they do. Oh, and they are typically $5 cheaper than anywhere else I have been for pedicures!",high
"In Phoenix for a concert and felt like Thai. Found this place on Yelp! and decided to check it out based on the reviews and the fact that it was near the friend we were visiting at the time. The restaurant is in a strip shopping center that we never would have noticed (or found) had we not been looking for it. Oh, but what a magical dining experience! The cashew chicken was the best I'd ever had (and we eat Thai a LOT!) and the chicken satay was exceptional. Loved the veggie Pad Thai and my husband got a vegetarian (tofu) curry dish he loved. Wish this place wasn't 400 miles from my house. I'd be eating here every week!",high
"No attitude, efficient lines, clean, well stocked with flat rate boxes and other sundries????? Is this USPS or a dream? 

Writing Yelp reviews for post offices seems like... weird, or, something, but it feels so right for this location.",high
"I have to give major kudos to our server here. We rolled up at 9p per the Yelp listing happy hour times. Come to find out that 9 is the weekday happy hour and Fri/Sat's happy hour doesn't start until 10. We we're okay with this but our server spoke to the manager without us even complaining or asking him to and honored the 9p happy hour because of the Yelp listing. 

Now to the food and drink. 
If you love cheese, their cheese menu was very large. We got several of the cheeses, the Tres Freres was my favorite (non-happy hour item though). The pork empanadas are a must and the happy hour drinks were very good as well. The strawberry sunset martini was very yummy. 

I'd say the happy hour items are where it's at overall. The food was great the drinks were good. Really given their menu and atmosphere I was really surprised that it wasn't more busy. It's kind of sad to see many of the Phoenix area restaurants kind of dead at 9pm on a Friday night. I'm guessing if it were located in Scottsdale that would be a different story.",low
"Oh god. It's like GOD'S VERY OWN HOT POCKET. Fresh, delicious, and cooked perfectly, though I have trouble bringing myself to get anything but The Pilgrim (served with turkey, cubed sweet potatoes, onions, and deliciousness). Cornish Pasty is great, though you'll likely want to consider takeout: it's TINY and finding a table can be a real pain.

The staff is fun and helpful, even though they're quite harried, and the oven-roasted potatoes are fantastic, as are nearly all of the pasty options, all priced damn well, to boot. If you've never been, they'll almost certainly have something you like. My only problem is that nothing is customizable: they're all served as is, which I understand from a production standpoint, but which frustrates for the number of menu items with just one dealbreaking ingredient for me.

Overall, it's exceedingly easy to be a regular, and to feel VERY full, careful not to eat the crimped part of the pasty, just like the tin miners of yore so as to avoid the traces of arsenic from their dirty hands.",low
"Private Karaoke at Geisha A Go Go is the coolest thing to hit Old Town in a while!!   My girlfriends and I went this weekend and it was incredible. I have heard a lot about karaoke being the new trend but not until I actually experienced it for myself did I understand why, until now. We had a private room with a flat screen TV and drinks at the flip of a switch (um, can you say bachelorette party?!).  It was so nice to have a night out without actually having to wait for drinks at a crowded bar or being able to hang out with your friends without random guys interrupting with a cheesy line to try to talk to you. It was $75 for an hour in a private room with 10 of my best friends. And by the time you split that between everyone it was well worth the extra expense. 

Seriously once you try it you will be hooked too! I can't wait to go back!",high
"eeew. It started with a cranky waiter who told me that if I wanted to know the specials, then I should have read them on the board. The food was downhill from there. The entire place smelled like fried onions.",low
"Excellent food, top-notch service, exorbitantly priced.  Not for budget minded diners...",high
"I wish I could love this place... It's just tough. 
I've eaten here several times and just haven't really LOVED anything. My sandwiches have always been dry and kind of bland tasting. Salads have been ok, but I usually feel like I can make them better. Hummus - dry. Dolmades - tasted like the ones from the jar. Ahh, so sad, because it's food that I do normally love. 
Here is why I gave this a three- happy hour prices are good ($2 or $3 for small plates). With prices like that, I can forgive some of the food quality a bit.",high
"It's 4:00 am on a Friday, you've just finished listening to awesome music and drinking too much, you're starving and want some good comfort food to fill your gut and soak up that alcohol..... enter Jerry's.

The place was open.  The place was clean.  The food was good.  The service was great.  The prices were great.  WAY better than a Denny's, better than most diner's I've been to, actually.

I had ham and eggs and the plate was delicious.  The ham steak was gigantic, the eggs perfect, and hash browns were done just right... crispy and good.",high
"I would not survive without Channel 8. i really don't watch much TV, but when I do, I want it to count.

Let me see: Keeping Up Appearances, Coupling, RedDwarf, Antiques Roadshow, NewsHour, Nova, This Old House, Dr. Wayne Dyer, Frontline, Horizon, Scientific American Frontiers, The War, As Time Goes By, Red Green. Plus, tons of responsible programming for kids in the am and afternoon.

(I don't think RedDwarf and Coupling air on PBS anymore - but thanks to PBS for introducing me)",high
"Called last night @ 4:30 and tried to do call ahead seating for 6:30 for a party of 9. We are in town and are here to see some friends. Explained to hostess that some in the group are seniors so would need to have assurance on reservation. I was told to call back in an hour, the thought process by her was that it was too soon to give me a time and they weren't that busy yet. So I did as told and called back and after about 10 minutes of confusion and other waiting I was told we couldn't be seated until 7:30 or we could have seperate booths. I explained that we needed to sit together and 2 hours was the best she could do. I was so frustrated I told her no thanks that we would find other arrangements. She said ok and that was it. Nice job Texas Roadhouse. NOT!!! There is no excuse for not having a reservation system in place, like Open Table. One day there will be no customers to disappoint, then maybe you will get it.",low
Fantastic donuts! Great selection! Coffee was definitely above average!,high
"Just had Daphnes for the last time. In the 3 times that we have ordered from them, they cannot seem to get a simple order right. One Kids Burger with Apple Slices (Nope) one side of hummus(Nope) But they are quick to charge you for the order. Then you call and talk to a girl name Liz and she begins to tell you that they are correct and you the customer are wrong. Even though I have all the food sitting in front of me nope still no kids burger or side of hummus. HMMMMM,.. keep letting her answer the phone and you will see your to go customer base decline. We are an office in Scottsdale that everyday is ordering lunch for the office, Daphnes has officially been removed from the menu book.

Nice customer service!!!!!!",low
"Pretty good food.  The location is kind of scary, for a famous place.  i was a little disappointed in their lunch menu.  i am not a fan of paying $12 for a lunch plate.  i don't need 10 lbs of food at lunch time, but a nice $4-5 plate of food at lunch would be great.  I might return by myself, because the food is very spicy, and most people i hang out with don't like that.  it was even spicy for me and i don't mind that too much.",low
"One thing is for sure:  You will be full when you leave Harlow's.  I think that the huevos are pretty good, but the biscuits and gravy leave a little to be desired, or so say the meat eating friends of mine.  To be fair, this was in comparison to my very amazing freshly made biscuits and veggie gravy (biscuit recipe credit to Mark Bittman's How to Cook Everything).

It is a decent people watching locale on the weekends as long as you can stand to wait out in the parking lot until they call your party inside.",high
The food was what one would expect from the outside. Mel's is not a hole in the wall place with amazing food. It's diner with decent food for decent prices. I wouldn't go out of my way to eat there. It's nearby so I go. Sadly they had no T-shirts for sale.  One would think that they would capitalize off the TV history.,high
"El Taco de Chandler exceeded my expectations.  I've driven past it almost every day for a year.  My curiosity finally got to me, so my boyfriend and I went in to try the food.  We waited quite a few minutes (easily 10 to 15) for our order, which is a good sign for fresh preparations.  The joint is hooked up with a juke box, pool table, dining area with tables and chairs, and two benches near the register, for those waiting to take their food home.  There were special desserts in a glass display cabinet, including coconut clusters and sweets I've seen in Mexico.  The assortment of beverages is outstanding, offering both Coke and Pepsi products, juices, CapriSun, horchata, beer, and Sunny Delight!  The menu is about par for Mexican restaurants in the Phoenix area, in terms of content and price.  I got a fish taco, which was outstanding!  No cheap tartar sauce here!  I also got a cheese quesadilla, which came garnished with lettuce and tomato slices.  The quesadilla was warm and fresh, on an obviously fresh tortilla filled with tasty cheese.  For the two of us to eat a few a la carte items from the menu, the total came to $11.00.  There are also combination plates available, as well as quite a few soups.  Overall, I was very impressed!  This looks like a fun place to hang out.  The food is definitely worth the wait.  I happened to ask the cashier, and they are open until 10pm on Saturday's.  Muy delicious!",high
This place was messy and loud.  The food really wasn't great and the salsa bar looked like a three year old put it together.  Overall the only plus was the tortilla chips that were free before the food.  I will not be back unless one of my friends pays for me,low
"The first thing to know about this Los Reyes location is that it is quite different from the one on 7th St!  It's a different menu here, for starters!  I had my heart set on my usual, a ""Torta Norteña, & a 99 cent Ceviché.  They don't have those things here, so I settled for the nearest looking sandwich, a ""Mexican Torta"".  (My server did say the ownership is the same as the Sunnyslope location.)  Anyhow, here's how it was for me here today:

*  This is a good sized place, & I managed to find both a parking space & a comfortable table inside to land at, even though they were ROARING BUSY!

*  My nice server almost immediately brought me a big basket of tortilla chips & two kinds of salsa, medium & hot!  Both were good.  (They don't even serve tortilla chips at Sunnyslope.)

*  I ordered, & it took a little while for my sandwich to arrive, but as I said, they were super busy!  No problemo.  Meanwhile, I ate about half of my chips, & Señorita brought me ANOTHER big basket of them, & more salsa!

*  My torta arrived, & it was BIG & DELICIOUS!  It comes with a side salad, which included some pimento & cucumber slices, lime halves, lettuce, & a fried quarter onion.  All this was good too (&  DID remind me of the other location).

*  Gripes?  THREE TVs blabbing out a show in Spanish, fairly loud, & this place was noisy to begin with.

SO?  ...I didn't care as much for the menu here as Sunnyslope, & the TVs were a bit of a nuisance, but with that said, I still think this is an very good place to eat, & the value was AMAZING at only $6.50 for everything!     :-))",high
"I honestly feel a bit bad giving Wildflower a three star rating, but I'm honestly waiting for the time when I feel impressed with their food. 

I've been to Wildflower quite a few times, ordering something different each time. First time was the sweet potato and fig sandwich. Disaster. Next time with the BLT plus. Ick. Next time was Potato Soup. Eh. I don't know what my problem is, everyone raves about this place as being awesome. 

The nice thing about this location is that I can meet friends here for a mediocre lunch and walk to the movie theatre or Target afterwords.",high
"Joe's is a Gilbert staple. They have the service down to a science so you can start your journey standing in the back of a line that is about a quarter mile long, and inside of 5 minutes you are sitting at a picnic table under the trees enjoying your grub.

I have been a fan since before I knew why it was important to find and keep places like this thriving.  Joe is cool, and a guy that people who want to succeed in independant business in Arizona should keep their eye on. 

The food is quality, the location has been around forever, but keeps fresh with awesome and unique decor (like a life size tractor) and lots of space outside for families with kids to go crazy.

The menu is simple and doesn't try to do too much. The staff is usually very pleasant as well. 

My usual is that potato that is as big as my forearm stuffed to the gills with pulled pork, sour cream, chives, bbq sauce, butter, cheese. 

and pickles on the side. 

If you haven't been to Joe's, you should make it a point.",high
"Older clientele (don't go here for a hip salon) but solid professionals who know how to cut hair without messing it up :) 

Thought it was a little weird getting water in a ceramic coffee mug...I think plastic cups or water bottles would be better.",high
"TORTILLA SOUP = not the biz.

that's all I tasted so that's all I'm rating this place on lol",high
The buns fall apart so you end up eating your burger with a soggy bun.  Staff does not seem to know what is going on and they are not well trained.  Can't think on their own.,high
"A great place for midday healthy food, thin crust good pizza ( try wild mushroom & arugula), salads are great too & the best part that serve pretty acceptable nice wines. It is not an average American food eatery, it is definitely for those who are looking for healthy low calorie lunch.",high
"This place always pleases! Their sandwiches are always great, bread is great, pizza is AWESOME, and their short ribs are great. The food is SO fresh! The waiters are kind and friendly. When we asked if they had some of their awesome ice cream, she kindly told us the freezer broke. I heart the deli!",high
I have been patronizing Casey Moores for 10 years and have never had a bad night!  Great for people watching and the service is always great!  Get there early or it will be standing room only!,high
No good,high
"I absolutely love this regional park! The only pitfall is the cost of admission.....Seems to me that a park should be free to enter but I understand that there are costs for maintenance as well. Buying an annual park pass makes the most sense if you plan on making repeat visits. Beautiful views of the valley from any trail. All levels of intensity for hiking, biking and the like. Hard to believe the mountain is surrounded by houses because it seems so serene when visiting.",low
"Holy AMAZING.  I went here this past Saturday for a baby shower in one of the private dining rooms and was absolutely blown away by the food.  We had a spread which included Mac & Cheese, Sliders, Chopped Salad, some bread and french fries.  I'm still thinking about those sliders and the french fries.  I can't WAIT to go back and order from the full menu. 

As is par for the Sam Fox course; the decor is over the top.  I need to find out who designs these places and have them make over my house!",high
"Pleasantly surprised, great drink specials and cute outdoor seating.
Food was really good and I look forward to going back!",high
"The Choice Hotel chain continues to be my preferred properties of the mid-$ range hotels.  The only issue I had with this one was the noisy A/C unit in the hallway right outside the door.  Other than that, it was clean with a friendly staff.",high
"Humongous flat screen TV!!!! That is the first thing I noticed about the room! Pretty awesome! 

The room is cozy, and a decent size. The king size bed was comfy with fluffy pillows. The living room had plenty of seats that faced the flat screen TV. The room has a mini-fridge and a microwave.

The only gripe about this place is a very small closet and bathroom. There is barely enough room to close the door for the bathroom. The closet also had one sliding door. 

The continental breakfast was average. No hot food. Guests can choose either cold cereal, instant oatmeal, juice and milk, fruit, yogurt, toasts or bagels. The seating area in the kitchen was convenient for guests to enjoy their meal.

If you need access to computers, they are located next to the kitchen. There is a printer as well.",high
"After repeat visits it just gets worse - the service, that is.  It was as if we were held hostage and could not leave for a full 25 minutes because that's how long it took to receive hour check after several requests to several different employees.  Female servers might be somewhat cute but know absolutely nothing about beer and this is a brewpub.  I asked if they have an seasonal beers and the reply was no, that they only sell their own beers!  Even more amusing is their ""industrial pale ale"" is an IPA but it is not bitter.  So, they say it's an IPA but it's not bitter, it's not a true-to-style IPA.  Then people say ""Oh I don't like IPA's"" and want something else.  Their attempt to rename a beer/style is actually hurting them.  Amazing.

The menu was not the regular menu, just a small list of about 4-5 choices.  To make it worse, the actual menu on every table was wrong, yet the kept the menus on the tables anyway.  I heard 3 separate tables order the fried raviolis but they did not have them.  

This place is *only* in business because of the location, location, location.",low
"This is a very pretty and very chic looking restaurant, and I hoped that the food was as good as the decor.  My friend and I had the sangria and the mojito, and then we shared a bruschetta and the garlic pizza.

I found the sangria a little on the acidic side, but drinkable, and it was fortified with something, because it was a lot stronger than it tasted.  My friend's mojito was good.

I LOVED the bruschetta. Not only were the toppings well-planned and delicious, but the bread had a nice crunch and a slightly smoky fire-baked taste to it. Ditto for the pizza, in which the crust shared the stage with the toppings.  Don't expect cheese-red sauce-and-pepperoni type pizzas, as you might expect from the look of the place, the pizza is artisianal.

Nearly half the seating is out on the patio, and one unusual feature is that the seats were low and the tables as well.  This makes it a good place to relax with your friends (as you feel like you're sitting on patio furniture) but harder to eat your food.

We had good service the night we went (a weeknight, around 8:30).  Zero wait for our table, and prompt, polite service.  I would definitely go here again.",low
"Oh Mojo you won my heart from day one... I always thought I was a gelato spot kinda guy but no apparently I can swing both ways. But if Mojo and Gelato Spot were in a heavyweight championship of how to retain best customers, Mojo has won round one. Why? Simply because of the awesomest event that runs every week on a Tuesday of which I love and that is Twitter Tuesdays! On this day and as an avid Mojo twitter follower, I am rewarded *that's what I think* for my fan-ship and loyalty with a fun secret word of which I made aware of the day of, and upon learning the secret word, drive after work to the Mill Ave location and get myself some Mojo fro-yo goodness for half-off! Score!! =) =) 

I just love that at this location there are 14 flavors available to sample, and mix and create the best combinations ever! Oh, and the many toppings and mix-ins make the experience enjoyable! Love getting myself a cup of lemon fro-yo with a tinge of strawberry fro-yo topped off with blueberries -delish- on and birthday cake with choc fro yo mixed in with almonds, peanuts, and choco pebbles... OMG! Yes... I love you Mojo... I am a fan!",low
"Made the mistake of eating here on 10/24. Hostess and maitre de set the tone wrong with their completely haughty and unwelcoming approach when we arrived. Acted like they were doing us a big favor by letting us eat there. 

Wine list is extensive but outrageously overpriced. We selected a good bottle (90 points WS) and when we asked the self-labeled ""wine guy"" about it, he said, ""I actually can drink that."" A snobby comment. 

Food was completely uninspired and pedestrian. Nothing special here. 

Service fair, pace was bad between courses - long waits. 

Had a meal the night before at T Cooks -it was extremely better in every single category. Lon's gets by on it's nice patio setting. The food is average at best. Go to T Cooks instead.

If you do go here, call long ahead and at least get a decent table on the patio.",low
"Here is the thing about JoJo's, its in a neighbor were you eat at chain joints or you cook at home. It seemed like a safe bet, and who doesn't want to support their neighborhood pizza place?

They started off on the wrong foot with me by not accepting their free pizza coupon they had sent me in the mail. I had called before hand and asked if it was valid, was told it was, and then was not given a free pizza. Instead, I was given a discount on another pizza. So, instead of coming home with two, which was the plan, I got one for cheap. I didn't want one for cheap. I wanted two. 

The food itself is typical. The crust, cheese and toppings are average, sloppy in a bad way. The sauce is a bit to sweet for my liking, but having eaten here twice, has tasted different each time. The service was alright, delivery took about an hour on a Friday. 

The rest of the menu, aside from the pizza, is what you would imagine. Wings (not remarkable), fried items and some sandwiches. 

Lets put it this way, if I was at someone's house and they ordered a pie from JoJo's, I would eat it. However, I wouldn't purchase one again myself.",high
"While I love that it is Native American owned and operated, the best thing about this restaurant is the food - as it should be.  I don't go out to eat to be entertained or charmed - just fed better than I could be at home and that is exactly what this place does.  

The food is amazing. The fry bread isn't greasy and I don't know how they do that.  The meals are flavorful, filling, and reasonably priced.  The only thing I would do is add some tomatoes to the tacos but that is a minor quibble.  

If you want to go out for a delicious meal in a casual place and not pay a lot for it, GO NOW to the Fry Bread House.",high
Who doesn't like a good carne asada burrito? No one doesn't that's who. It's rudunk,high
"Happy Hour Review.

We stopped by to try the much ballyhooed Happy Hour and were were pretty damn underwhelmed.    First of all, I guess I'm failing to see what's so happy about a $6.00 spicy tuna roll and $8.00 drink.  Secondly, like other non-japanese sushi joints in this town (cough, cough Ra Sushi), this is sushi for people who don't really like sushi.  Thirdly, seriously attitudinous staff, but one look at the uber-douchy clientele explains that.  Pass.",high
"WOW!  Great donuts!  Honestly you can't eat just one!  I loved the plain glazed and the old-fashioned!  Not like the franchise donut shops, these have the real bakery taste!",high
"yeah, this is the place where pseudo sushi afficienandos go to feel like their really exotic food experts. if it's got cream cheese in it, it ain't sushi, and this place has cc is just about every roll.

happy hour is LOUD in the bar. not fun loud, but ""let's crank the bad early 90s alt rock and top 40 emo rock as loud as possible"" seemingly as catch all for the only demographics who will like this place- early 20s and late 40s and 50s who want to seem like they still know how to get down with the younger generation.

because it's ahwatukee (a ""sleepy bedroom"" community that is pretty affluent all in all and likes to be reminded), the crowd can be obnoxious, even more than this bar already is.

again, i recommend it as a place to go and be rowdy, not to eat great sushi.",high
"Nice ambiance, nice authentic spicy chinese food.  
As good as you can get here in Arizona;  it aint L.A or San Fran, but does a good job to satisfy the craving for real chinese.
 
Of all the Cofco asian restaurants, this is one of the more presentable ones to bring business clients or a new date, if ambiance is key to scoring positive brownie points.    
 
For some bizarre reason, on the weekends, it is filled with asian-women/white guy couples,    which strikes me as hilarious.  If it wasn't for this,  I would eat there multiple times a week. 
Asian woman orders from real chinese menu;  her white guy orders from chow mein menu.
 
Side note:  Get a grip; asian women check each other out, and  usually not in a nice way--like in a sizing you up-comparing you to herself way--so I usually end up losing my appetite when I catch one of them staring at me (and my man) and whispering to her white guy or her girlfriends about me;  yah, I understand the shit you say about me, asian girls, because I speak your language too, hello!
 
So I compensate for my chinese food cravings by quick carry out.  Works like a charm every time.  I'm happy, my own Cracker is happy.  Owner gets lots of business and is happy. 
 
We all win.",high
"No offense to everyone who gave this place 5 stars, but the Tempe Cinema staff needs a swift kick in the ass. During school hours, this place is regularly crawling with hooligan truants. Maybe those who run this theatre want to ensure they will have a steady stream of staffing options from the dropouts who use it as a hideout. Losers.",low
"They have anything from salads, pitas, wraps, burgers, and wood fired pizzas.  Although this isn't a 100% plant-based restaurant they pride themselves on having many vegan options.  Not only are there options, but upon visiting their site I found a table of what items are vegan, what aren't, and what makes them non-vegan (which is always nice to know). Great to have so many vegan options that are spelled out on their website.  

We expected a counter-service experience but were pleasantly surprised when we entered to find it was an actual sit-down restaurant.  The vibe was a classy yet laid back, youthful feel.  Most of the servers were high school or college age and wore regular street clothes (think Urban Outfitters style).  I loved the laid back atmosphere of the servers even though it's a sit-down experience and really enjoyed the color scheme and tin plated ceiling.

The food was absolutely FANTASTIC.  Oh my. For an appetizer we selected the garlic dip with two pitas.  The garlic dip is a mix of olive oil, lemon juice, fresh garlic, and smashed potatoes.  If you love garlic, you'll love this.

My husband chose the Falafel Pita which was topped with cilantro and spices, mixed greens, tomatoes, onions, pickles and tahini.  He was very happy with his choice, although next time he'd ask for no onions.

I went with the Veggie Garden Wrap that included zucchini, broccoli, cauliflower, eggplant, yellow squash, carrots, onions, tomatoes, brown rice, mixed beans, ginger, herbs and garlic.

One thing we quickly found was that our entrees were HUGE.  This is not a complaint in anyway.  However, next go around we may share an entree.  Either way, this visit, we had leftovers to take home for lunch the next day.

 Will definitely return.",high
"Great sandwiches at reasonable prices. The bread is good, the au jus was flavorful and not too salty, and the sausages are made daily.  It was nice to find a place to get great sandwiches. The line moves a little slow, but it's definitely worth the wait. I had the italian beef and my friend had the sausage, both were great.",high
"NO BETTER BREAKFAST IN AZ. From scrambled eggs to their blueberry pancakes. Top end. Yes, you pay for it. But it's special, like Valentines Day. Just pay out and enjoy the treat. Lunch is also nice, especially if you get a seat outside so you can people watch. Great wraps and sandwiches. Haven't tried anything later here yet. But I saw their happy hour specials and it is on my TO DO list.",high
"If you are looking for top-notch produce and organic goodies then NGD is the best. Pricing can't be beat and it's delivered as well. Always great quality, and a large selection. Easy ordering process and awesome customer service. One of the reasons I am sad not to live in Scottsdale anymore.",high
"Nice atmosphere, especially outside patio.  Strange to see some people dressed gym casual on a Friday night, as well as some kids.  They poured Chimay into a pilsner glass, so bad marks for that.  Falaffel appetizer was nice, but Falaffel itself was too finely ground and flavorless.  Salads were really outstanding.  Enchiladas, also, were very good.  Thai short ribs were pretty good as well.  Great dessert options.  Overall pricey, but fair.",high
This weekend was my first time back since they have done the huge remodel and under new ownership. This place still has the same comfort feel to it and is cozy. Havent tried the food yet but enjoyed the drinks and the ambience in the bar. Hopefully the food is better than what it used to be.,high
"I can't say enough good things about this place. 

Quick disclosure: When I was working for the Downtown YMCA, I discovered Local Breeze as I was searching for businesses to participate in our fund-raising campaign. Local Breeze was totally down to contribute. So on top of getting that delicious meal, know that your money is largely going back to the community. Awesome.

But the food (and drinks) are really what keep me coming back. The coca-cola ham is delish, and the serving sizes are pretty decent. You definitely get your money's worth. And there's a reason why my profile says that my ""recent discovery"" is ""spiced cottage cheese from Local Breeze."" That was written months ago, but I don't think I've discovered anything quite as amazing yet. And I normally don't even like cottage cheese.

The last time I went was for my bday dinner, and again, it didn't let me down. We had good food, good drinks, and a good time in general. The bartender mixed up this killer cucumber martini, which sounds weird, but if you're a martini fan, go for it. If you're feeling less risky, you can't go wrong with their mojito.",high
Good & fast food. Prices are fair. They charge a fee for Bank cards.,high
"From my door, it's a five minute stroll through the greenbelt to Dukes. They have a nice patio. They have enough TVs to show all MLB/NFL/NBA games. They have plenty of shuffleboard and pool tables. Yet, I've only been to Duke's a few times and I am not going back. This place is just bad.

Mixed drinks are poured short and use cheap mixers (such as bottled sour mix for margaritas). They offer a pretty basic beer selection. I think PBR pitchers might be more modestly priced, but that might be only when they're on ""special.""

The food is pretty bad, even for bar food. And pricey. Sure, the menu is gigantic and I've tried many different items, but I didn't find anything good. Everything seems to be made from ""freezer to fryer"" or packaged products. I'm not exaggerating: the burger and fries for about $8 is a thin, previously frozen patty with a handful or supermarket fries. I could go on about salads, sandwiches, and ribs. In the same price range, you can get a much better version of anything on the menu at Four Peaks or Zipps or even Devil's Advocate.

One of the owners was there on a few occasions. I guess being the boss of (and drinking in) his own bar is some sort of dream of his. He treats the place like his kingdom. He'll ask patrons ""how is everything?"" and get mad at them if they have anything negative to say. I feel bad for the rest of the service staff; they seem to be above average, but when the overall situation is this bad it just doesn't matter.

In this city, sports bars are a dime a dozen. I'd rather go elsewhere.",low
"I went to the one in Mesa on Baseline. I loved the vibe, service, and decor. They have witty jokes on the walls and the whole place makes you feel like you are at a party on the beach. We ordered the carne asada burrito and the mushroom burger and the sweet potato fries. We got the dessert pear and blackberry lemonades. You get 1 free refill so we tried the blood orange and the guava flavors after. Everything tasted great. I would def go back and get the mushroom burger. The prices are super cheap and the portions are huge.",low
"I feel bad for this park. Its nice. Really nice. The only problem is its in Phoenix where it is hot like heck. That means the roof is always closed. And with the roof closed, it almost feels like you are watching baseball inside of an auditorium.",high
